5,morning thrift store hunting friend thinking lunch suggested emil seen chris sebak bit tried time two before not said decent reuben prepared step back time nwell seeing im kind addicted late  early  is whole rat pack scene stepping back time welcomed change burghas long not involve  see around every day nand yet another shot finding decent reuben burghwell like hunting holy grail looking one bush certainly would not hurt nso go right lunchtime middle ofwhere exactly we first thought lost driving around handful rather dismal looking blocks looked like neighborhood blighted building highway thenaha is yep was little unassuming building addon entrance looked like old hand painted sign stating quite simply emil is  nwe walked front door entered another world another time another place oh big burritosousa foodies might well stop reading now would not want see walk in roll eyes say reaally nthis old world barloungerestaurant gets plain dark wood bar one side plain white walls no yinzer pictures  good sturdy chairs actual white linens tables kind neighborhood dive could see frank dino pulling tables together poker fish sammich cheap scotch exactly love nohbut good food counts too  nwe reuben friend side fries reubens decent not ny awesome little thick bread overall tasty definitely filling not skimpy meat seriously crave true good ny reuben since cannot afford travel right now find burgh do sat ate burgers came adjoining table big thick burgers steak went past table behind us huge asked it waitress said yeah huge really good charges ᐅm5ᐊ it not nuts another table five came in wham fish sandwiches piled breaded fish looked amazing yeah want that that that nmy friend also mentioned chicken parm special one day week served ᐅt1ᐊ fantastic could get week day  nthe waitress good job especially since quite growing crowd lunchtime saturday one her kept friendly  nthey pepsi products brewed iced tea fresh pop ask refills often could lunch hour went on getting busy nemil no frills good portions reasonable prices comfortable neighborhood hole wallkind like cheers blue collar neighborhood  is fanfreakintastic could feel home here nyou definitely want hit mapquest plug gps though not sure could find ownit really hidden gem making friend take back memorize heck is naddendum nd visit fish sandwich excellent truly pound fish fishshaped bun as opposed burgh seemingly popular hamburger bun fish flavorful batter excellent ᐅm6ᐊ may best fish sandwich yet burgh
4,great townie bar tasty food interesting clientele went check place way home airport one friday night not disappoint refreshing walk townie bar not feel like music stops everyone place staring  im guessing mixed crowd older hockey fans young men collared shirts thirtysomethings probably seen time place  nthe staff top notch  orders somewhat overwhelming appeared shortstaffed night waitress tried keep positive attitude entire visit waiter wearing hooded cardigan wanted steal due difficulty finding quality article clothing nwe ordered white pizza  large size engulfed cheese full garlic flavor flavorful hot sausage overall delicious pizza aside  things  way much grease i know comes territory still sometimes unbearable  canned mushroo  worst thing come can ever would rather eat canned alpo canned mushroo mushroo not canned worst mushroo ever consumed mushroom debacle enough lower review entire star  disgusting nmy advice place keep everything awesome  random music jukebox tasty food great prices good crowd staff  get decent mushrooms spoil otherwise average pie inferior crap never know
3,good beer selection understaffed light monday night crowd not fault server took hour get sandwiches mine one best reubens ever had
2,disappointed customer service ordered reuben wanted coleslaw instead kraut charged us ᐅm7ᐊ coleslaw not back  iced tea also terrible tasting
5,let no question alexions owns best cheeseburger region decades try burger italian bread service flawlessly friendly food amazing wings oh wings still cheeseburger atmosphere inviting cannot eat atmosphere go right now grab car keys know hungry amazing cheeseburger maybe wings cold beer easily hands down best bar grill pittsburgh
1,used go tires brakes etc prices gone way upᐅm8ᐊ  midlevel tires toyota plus  new tires went flat within  weeks since denial normal t make appointments wait get tire looked  hours sorrycannot wait long get warranted repair lost business good
1,terrible preordered tires arrived could not find order anywhere got process waited  hours put on originally told would take  minutes  slow priced go elsewhere next time
1,last summer appointment get new tires wait super long time also went week fix minor problem tire put on fixed free next morning issue called complain manager not even apologize frustrated never going back seem overpriced too
2,start saying nice new deck good part ends nwhy two stars nice deck now well started may man named al come talk us process true salesman tell that not straight shooter excited salesman wanted sell bought it nhe told us backed harsh winter lot jobs could probably start  mind you end may met him said would survey land get permit dormont started felt confident going them booked it nhere things fell apart weeks went no word process finally called left messages al finally got touch conversation utterly confusing must not understood kept talking circles hung not knowing going on finally called back administrator told survey could take couple weeks come back wish al would told us that nso date came went finally got survey quick bill us it no word process called back couple times no real answers administrator  apparently waiting permit dormont na month later frustrated asked speak someone company spoke someone told dormont usually takes week process permit going month told would bug guy finally got it  ni completely understand waiting permit not fault no communication it call tell waiting permit work towards asking dormont hold is see simple nfinally get permit work supposed start tuesday comes wait approval dormont holes digging holes dug equipment put backyard nothing happens two days everyone go knows not informed  ni upset contacted company owner dave email told frustrated lack communication wrote two sentences said there acres tomorrow morning finish done tomorrow well not happen nthen two dudes show two days later work three hours left main guy comes back next day says wrong apparently part would not need access house changes drilling bolts house secure deck  nfinally second week construction tiny x foot deck done upsetting left deck dirty dirt cement moved around not cleaned up even asked fill holes dug not use filled one create construction project not good business clean make look nice not happen here nmy main point is contractors reputation not trustworthy company not upstanding company consumers trust main issues things not communicated properly front nor ongoing process communicated me left everything unfinished eyes leaving site dirty understand things happen things get delayed email call me not hard keep updated  million ways contacted neven though nice deck after clean things myself would not recommend anyone
2,hoofah
4,heart king is always fan one good old one monaca
2,average run mill store associates young teens really not know anything is luckily able get around find everything found puppy treats moved on
2,two meals recommendation friend lives near place second trip compelled write rocky would definitely describe experiences non first trip went try at timeraved reuben yet find true good reuben burgh tried it nwell proper bread guy run store buy closest thing could find not proper bread instead one raved about reubens received two minireubens basically took guts one reuben spread onto two sandwiches regular sized bread ate it not great swore would run bread bread not still not great atmosphere pleasant blue collar bar kind way staff nice not winning pitch reuben nthe second trip long day moving furniture friend sat back room instead bar felt like restaurant course big screen tv covering sports moment ni mood dinner time scan decided fried chicken mashed potatoes salad bar friend ordered one faves breaded pork chops nwe hit salad bar basic three soups mostly vegetable loaded left out basic iceberg lettuce mix very probably bag veggie toppings three four dressings basic salad no big deal less appetizer filler meal nthe mindblower trip ordering fried chicken dinner waiter looked like  year old gas station attendant skinny little blonde guy sweet incredibly naive face air vapidity confirmed placed order asked chicken pieces came dinner asked possible get dark meat never imagined confusing question could possibly be literally took two trips back kitchen ask child honestly no clue white meat hadark meat meant first answer came back chicken came preportioned prepared bag kind kentucky fried chicken stylewhich not answer question thus prompting second trip  nafter second trip back heard cook holler tell fix up  nwell chicken prepackaged dreck like find freezer case walmart tiny not good potatoes slight tinge chemspuds flavor laden kind chopped green parsley side basic brown gravy served  gallon buckets nthank goodness basic salad bar neven friend admitted pork chops different not expected also appeared freezer bag nthe irony boy not know white meat dark meat chatting customersabout baseballand genius mindless sport baseball ahh burgh nthird base nahwhy bother many options around go grab beer chat black gold happen carnegiethey help types ways area not go hungry actually tastebuds nfrom understand used be really good homecooked food apparently mama left kitchen
4,rocky business since s still going strong food good not haute cuisine pretentious everyday well prepared taste bud pleasing home style cooking mostly gone supper hours ate dining room but today introduced old friend linner barnhe ordered large version fish sandwich rocky famous fish three large breaded fried fish filets bun fries ᐅm9ᐊ needless say no complaints brought home ateni ordered meatball grill delish served thick cut italian bread made grilled cheese mozzarella style meatballs tomato sauce good also served fries brought home half sandwichnanother good meal there friends mother former boss enjoy food
3,want true understanding pittsburgh morning come here greasy spoon always packed one better kind south city nthey serve waffles halves great eggs toast good homemade hot sausage excellent drawback barely cooked potatoes nif hungry get the mixed grill gab eat brand kitchen sink breakfast midwest places about
5,cheap unpretentious and this one favorite breakfast joints country simply put love here mixed grill sausage egg biscuit home fries definition diner thank gab  eat
4, place return home pittsburgh always must ease saturday morning recovery getting banged cheap south side cocktails night before think pittsburgh remember cutting morning classes highschool get best bacon egg cheese know of honestly live new york city get bacon egg cheese every single corner nowhere well joint go happy did
5,love place never bad meal good portions great people ready stand line
3,ok cash only places pittsburgh appreciate smaller businesses might trouble installing credit card system storeresturant could perhaps provide atm past would deter eating place  nlooking standard breakfast menu decided go tuna melt instead got cold tuna salad sandwich slice cheese toast ordered melt mood warm meal no avail one day later cannot even remember side was suppose not leave much impression me say dessert really good cherry pecan pie not seen concoction anywhere else awesome cherries not sweet canned variety pie worthy tart topped sugar think want make pie parents next harvest cherry tree nmy first impression eh learning crazy pittsburghers breakfast seriously waiting  minutes table tiny diner menu reads follows  eggs toast xx  eggs meat toast xx  eggs pancake xx ni rather go denny order create grand slam
5,best diner counrty many famous diners across country still give gab eat best rating  little intimidated first walked like  pounds butter sitting top homefires grill looking healthy breakfast probably accomodate you everything ate clearly opposite healthy trying like every meal would recommend mix grillhalf unless sharing adding cajun seasoning texas toast burgers great too nit hard find place makes better breakfast could make home place it atmosphere classy old school americana
4,great breakfast good price might stand outside line though not really recommend winter time go laughing loud  friendly service interesting coffee mugs great deserts also bring cash though dont  take cards
5,always love good diner gab eat looking saturday morning good food great people pittsburgh ambiance  nthis place obviously beloved neighborhood gem french toast bacon french toast made best italian bread fiance called mixed grill consisted eggs peppers onions home made sausage not something would eat everyday loved it also great coffee actually ground beans front us fresh nwe want return sometime turkey day apparently made fresh turkey every tuesday sounds good nca not wait return
5,coming gab eat almost  years never let down get typical breakfast eggs ham toast home fries delicious usual ambience however usually lacking walls dark writing signatures semi famous people place pictures local people hang wallsi secretly want mine there along posters galore fun look first  times gets little boring awhile today arrived expected old experience wow wrong soon looked door knew something different place seemed lighter brighter pleasant surprise painted got new counter tops not quite done yet place new happy vibe it awesome breakfast new decor  guys sitting counter making laugh back maybe lunch
5,find stopped breakfast town business service friendly thought south service quick frankly felt like family nfantastic poached eggs cajun homefries crispy bacon gab eat definitely place world recommend locals stuffed bill ᐅm10ᐊ
5,great little place treats like localeaten  times week month overtime barb always here
2,first time going barb country junction really wanted like place really didhowever not nthe food decent average overall decent got pancakes bacon eggs pancakes really good fluffy home fries simply okay eggs not cooked well son burger good coffee place brewed perfection appreciate would give food  nthe service subpar sure waitress really nice girl not top anything all ask coffee refills ask silverware napkinsetc got order messed on give service  nthe inside place country charm expect want particularly cleanly also leaky roof several places buckets collecting water customer even tripped buckets fell give interior  nthe prices decent fed whole family breakfast  us ᐅm11ᐊ give prices  nso summary get okay food rather cheap price not great place dine means better diners area patronize future rather barb is
3,husband tried place first time today easy find no proble parking seat yourself no signs stating this stood looking like fools minute took awhile waitress acknowledge us im guessing barb apologized said one workers called today no big deal apology appreciated came back drinks dropped off left again not see another  minutes ultimately  minutes took order aggravating me not mind waiting food know going awesome making love come now ordered hot pepper omelettehome fries toast chocolate chip pancakessausage food right  really nothing special new waitress ended taking care us much attentive may may not go back
5,tonya super sweet front desk people helpful
1,could give place less one star would no idea gave place high reviews must either place time travelers back day place might not sucked decor tired grimy place reeked smoke bartenderserver surly put mildly went saturday night mind try irish food apparently luck always thought secrets restaurant success actually stock food people eat told us ordered no pies no chicken pot pie no shepherds pie etc so gamely tried order things placed order wife example ordered irish stew came back  minute later telling us even things several people party point wife picked third option ham cabbage told they out point realizing food place crusted menus asked pay drinks left actually gave us flack not enough put debit card short unless like dinner side disappointment depression probably avoid place like plague speaking plague suppose thank  surly inspiring us walk out two bathroo house would hard pressed accommodate several violently ill people once
4,best irish food burgh great bar food too service maybe bit surly not cleanest nor best decor but not place about town irish bar serves great solid irish fare suds locals better anyone go back again
2,okay hopefully not enjoying happy hour  riley pour house read might not able follow lilting irish owners  nto recap murphy pour house  sullivan pour house  paddy pour house  and bagpipe please riley pour house opens  still me nit tiny long bar like old irish pubs no smoking allowed hurrah lousy service  nmy guess entire place needs no strike  demands automated foodbeverage ticketing system none cooks bartenders waitresses know ordered nor ticket belongs table actually pretty funny not a hungry b thirsty  ni really really want place better need irish pubs local old time watering holes  nget together murphy  er mean sullivan iser mean paddy riley is  whatever case cold guinness irish music fun patrons
1,delivery driver mistakenly rang doorbell confused  nrather taking step back analyzing situation begins accuse wife ordering refusing pay pizza nthe driver gets cell phone rather calling number given order placed begins call bosses starts threatening felony charges  nso take initiative ask fine upstanding gentleman phone number orderer was phone neighbor discover mistake rather thank sorry speeds breaking speed limit block reach destination  feet away ni would call complain based reviews clear owners not care carnegie residents pretty well known around town awful food is would pointless boycott place never order anyway ndo favor order establishment town
3,visit  san francisco bay area want dive go china town san francisco  place dirty like chinatown dive best food every tasted came dive food really good group ordered bunch different things good a taste prices reasonable a they dont speak english good got order wrongnsweet potatoe fries anpizza  aneggplant hoagie bngreek salad bngyro a non internet friend scrubbed place lady spoke better english  star 
1,worst pizza ever had used coupon paper  topping  cut sicilian first pizza not even cut through sad attempt cutting uneven  slices inch wide others  each toppings scarce used mini pepperoni put maybe  whole pizza onions huge chunks mushroo straight can worst part though thick doughy crust tasted like fishy sourdough roll im serious noticeable made wonder dough bad weird reason put fish sauce it gross  nwe also ordered steak italian hoagies veggies old wilted no dressing either italian deli meat clearly bottom line not generous steak if call that greyish instead brown looked like processed meat chopped pieces no flavor seasoning texture reminiscent spam bad ate  tossed rest  ni ordered past always disappointed thought would give another try since never ordered sicilian pizza there mistake never order again
5,needed alterations done suit quickly like three days quickly not filberto alteration world ready price beyond reasonable work excellent plan bringing clothes on noh let know also dryclean wonderful shop
3,really looking review ljs fried stuff extra fried stuff cardboard boat regret eating  minutes finish delicious
3,agree paul one stop way home work tonight  i think feel heart yelling again  get life drive window soo sweet  might go back ask marry me nbut  gave slip survey fill online nmaybe wanted positive response ok sarah b got  free coke 
1,far worst unprofessional dentist ever experienced staff busy watching soap operas tvs room instead cleaning gave filling deep could understandable son pictures delivered hawaii stop  times pay show whole staff must nice  year old go hawaii mo dime patience wait see happen oral surgery tooth removed put filling deep abscessed tooth result would not recommend ex girlfriend someone hate three months extreme tooth pain deal lack care follow even called asked advice follow simply could care less not even offer reschedule appointment prescribing vicodin antibiotics not recommend not go license pulled
4,moved area  weinberg recommended cousin client years nothing positive experiences staff since seeing two years ago team professional nice courteous recently reschedule appointment due last minute work thing accommodating daughter looks forward coming dentist saying something wish would turn fox news lobby rather watch paint dry but nobody perfect
1,fairness  not see dentist schedule appointment waited  minutes open nwhen look yelp reviews usually weed outliers the best worst unfortunately two reviews nit first time office office administrator very nice asked come early before ᐅt2ᐊ complete paperwork arrived ᐅt3ᐊ waited watched  employees walk unlocked door reply locked it not acknowledge me nthe door signage open hours decided leave review staff seemed distracted disinterested presence nthe office administrator very nice called inform missing appointment explained many indications not going good fit wished best luck ni recommend see dentist go front door furthest away parking lot entrance npoor recommendation staff walked seemed distracted pointed previous review
1,office good amount times time receptionists give vibe entitlement uncomfortable  weinberg nice doubt ability every procedure done teeth backfired third last issue always paid cash end visits somehow received invoice ᐅm12ᐊ called course receptionist sassy rude gave up never go back refer anyone else
3,don don restaurant find missing again probably favorite restaurant carnegie simple setup small restaurant tables tv oddly enough think favorite thing eat wonton soup never better food average always enjoyed eating there great service cheap place get chinese food
1,take me avoid place cost time go starved not energy cook get edible food kicking myself
2,far away real chinese food not even taste good american style chinese food
2,used order takeout every month so food tastes average price good typical lowend chinese place  nthe last and final time ordered happened picking order health inspector allegheny county health department making rounds waiting food which took much longer usual inspector pointing violations also requested copy certificate man behind register unable produce inspector looked like crazy waiting food despite obvious poor conditions  nas rest place  always kind dirty inside carpets filthy walls match always children toys scattered floor owners children always there careful not trip  nthe workers seem like nice people trying make living comes cleanliness don don lacking
1,went weeknight place not busy waited  minutes drinks order taken ordered application came meals another  minutes so food luke warm best would not go back
5,location never disappoints food always consistently great come right time witching hours may see cook singing dancing along music back awesome  love place
4,belong gym live south section pittsburgh find gym not far me staff friendly equipment quite good get two free personal training sessions join lots weights which boyfriend uses decent cardio room thing would say increase cardio equipment water ᐅm13ᐊ bottle
2,bought three month membership last year mainly attend silver sneakers classes early sixties not exercised while tried evening classes crowded difficult tried morning class seniors like stretch class actually starts went tail end yoga class women class nasty told not welcome stretch class never went back thanks attitude members not feel welcome here complained manager said welcome stretch whatever class wanted to hostility yoga students evident think private gym
1,like greeted morning gym worker slopping eggs frying pany instead workingthis gymcomplain manager gets nastytry getting touch ownerimpossible unprofessional gym ever
5,brought husband parents papa j last time husband pittsburgh parents really picky italian food usually drive places east bumf tarentum ligonier get capital italian nmy pop kind grumbly getting try something new like pulling teeth reason got becuase way drop us airport nwell dad goes back regularly says lot considering lives murrysville  nthe first good sign dad happy seemed impressed open noon days christmas second good sign dad ordered wine ᐅt4ᐊ dad not teetotaler rarely drink ᐅt5ᐊ know anticipating good meal kicker happy left waitress ᐅm14ᐊ tip ᐅm15ᐊ meal  ncan say live texas still relive afternoon back december chicken picattait perfect dad eggplant rollatini mom pizza husband basic pasta marinara amazing delicous inexpensive austin cannot get decent italian meal much less decent italian meal ᐅm16ᐊ four people ni know many good italian places pittsburgh think back fondly daywhen dad liked someplace took 
3,papa j twice mixed experiences nboth times banana pepper appetizer great goes really well fresh delicious bread cheese give start meal nfor entrees girlfriend mixed experience fish sandwich very good eggplant parm sandwich okay girlfriend got salad bread basil it basil powering bread soggy dressing  nthe service also mixed bag first time server went way take care us even made cocktail sauce fish sandwich second time server lackluster not know anything menu not able take proper care us  ni would return papa j is terrible experience last time not enough say would first pick places eat around carnegierobinson
5,wonderful surprise found carnegie pa south pittsburgh town business couple coworkers not great meal night before asked one locals recomendation told us try little italian place called papa j boy send us great place nfirst off walk place front side windows give fantastic open view kitchen outside stand outside watch chef making wonderful food smell fresh bread even walk door ni not sure long place around kitchen looked well used dining area well bar looked clean modern almost freshly updated  nthe server quick welcome us suggested several different ite menu favorites asked three us hungry wanting try different things began margherita pizza absolutely perfect obviously make breads dough pizza not think pizza could tasted better came bowls italian wedding soup pretty good everything there one item probably could done without not bad nothing particularly special it  nwe also ordered garlic rolls not bread already give pizza not enough carbs  meal die for crunchy outside warm chewy inside things meal themselves one guys said pizza sauce would good ordered cup pizza sauce which fresh made there not can right little killer bread balls garlic not good enough dipped pizza sauce even much better  nby time meals came pretty full pushed continued eat veal parmigiano tender good came side pasta tasted try excelent well not eating weeks worth carbs one sitting premeal stuff certainly would finished it was ate not generous portion veal  none coworkers chicken picatta said one best ever guy tried pasta dish said good well  nthey great wine selection well reasonable prices glass bottle noverall fantastic experience great food atmosphere not really know expensive area food coming chicagoland area fouknd place pretty reasonable three us ate well average aproximately ᐅm17ᐊ not including alcahol fantastic fresh food reasonable price could ask more nmy complaint return chicago craving return papa j is hope work sends sometime soon
4,yay im fan sometimes service little slow good us visit go papa j every mostly white pizza best white pizza ever had order white pizza visit weekend garlic spinach feta cheese usually add veggie top delicious order fried calamari oknote self next time try calamari roman style nlike dinning room hardwood floors bright lighting  nthe bar jumping thou never go bar
1,terrible service food unremarkable waiter disappeared  minutes serve larger group due staffing mismanagement saved tip discounting meal complained all crude unpleasant dining experience guests not repeated never again
4,yay im fan white pizza take out  nthe bar jumping picked order nthe white pizza deliciouswith garlic spinach feta added veggies tried roman style calamari good better fried calamari last time
4,ok friday night  minutes eat driving papa j w says lets stop get quick dinner  nadvice host hurry host advised us  minute service place crowded seated last open table however waiter jason said best get time ordered dinner immediately salad glass wine minutes wine seconds salads great homemade italian bread olive oil balsamic ving dipping yum njust finishing salads dinners delivered great job jason fettuccine carbanara good thick cream sauce bacon ricotta  minutes good service
4,great little gem food fantastic food right price italian food amazing not leave without dessert prepared giant serving carrot cake yummy def place everyone try
2,say write review much regret always loved papa j is recent experience changed mind bit  nfrom minute seated greeted server clearly inexperienced not know menu said before papa j good handful times know menu decently well server could not explain questions couple new dishes thinking trying swear guy must looked menu first time minutes ago nbut not knowledge menu one thing another server wife asked glass water  times finally got at point meal over not care point mean come on restaurant calibre price much ask glass water no one filling water nmy biggest complaint however happened meals dad ordered trout special trout roasted red peppers lump crabmeat instead meal delivered us trout heaping pile spinach mushroo not special all way item menu regular item whether not mistake made server which sure was chef knows certain not mention though good server would not served us regardless  nbut think unusal experience due poor server let continue informed server mistake not really believe us checked order sheet blamed error chef point meal sitting because took us forever flag guy again trout basically cold server said would meals reply made so took meals back kitchen meanwhile course wife mom eating meals dad sitting no meals also keep mind wife still not gotten water asking for iced tea refilled soda yes believe not kitchen scrape mistake fish not remake anything fish served us little pieces spinach mushroo sticking it quite frankly fish not good all honestly would rather fish sandwich mcdonald night server never anything try make experience better  knew not happy never offered anything dessert house im not looking handout experience plain awful night guy never really even apologized mistake normally may asked manager point ready get plus somewhere else night nmy opinion money many restaurants would rather eat at
4,san francisco california visitor liked food local great thinking relocating pttsbrgh area liked carnegie stroll main street hit couple places lunch imagine place would crazy busy friday saturday night ate lunchtime nice
2,coming get feeling not changed much tables decorations menu same make little worried yes ni ordered mushroom ravioli was oily oily actual ravioli okay enough mushroo oily mention that  nambiance like said left much desired not think place list musts downtown much better restaurants visit
3,dinner papa j group  loved restaurant old brick building large windows felt like neighborhood restaurant saturday night restaurant full not crowded seated room poor acoustics difficult hear people table waitress tried see asperation face repeat specials sides table npeople ordered bourbon rocks dinner seemed watered down lemon drop made nice bread delicious describe creamy fried zucchini lightly breaded not oily large portion made  sliced zucchinis nwe ordered variety dishes pasta dish dry pasta sauce meat ordered fish special thought delicious shrimp dish enjoyed well chicken marsala pretty good marsala sauce not thick chicken moist nhard tell deserts homemade tiramisu spumoni small portion meant one  non whole fence overall impression papa j is a okay  probably best way describe it
2,service place poor lack acknowledgment since people working just working  nice decornice bar good bread consider place the prices really really high  nothing served side main dishes 
1,terrible serviceterrible foodthis place smells like rotten wet wood
2,although first impression door charming aroma enticing enter restaurant much improved upon prices asked dining experience group  called week ahead seated back far dining room right door clinking plain old telephone service pans dishes heard throughout meal well darth vader type noise coming ceiling vent waitress not knowledgable menu items three simple requests not come ordered  dressing side salad less feta entree no oil another entree waitress blamed cook offer get one entree changed also asked wanted pine nuts feta gorgonzola salad charged  extra per item addition salad price  brought salad  outrageous nthere much possibility ambiance restaurant  mark service atmosphere likely not return overpriced quality service
2,papa j expensive inconsistent ambiance nice not justify prices better restaurants carnegie
4,pleasantly surprised restaurant came no expectations  ni greeted large open garage style window opened whole lounge bar area street modern furnishings staff quite friendly nordered quattro formaggi pizza quite good great balance cheeses not rich all crust excellent too ca not wait come back
1,absolutely awful service went papa j awhile ago service bad  waiter surly rude unhelpful decided try since close stage  big mistake greeted dour manager seemed mad reservation  minutes get glass wine one hour  minutes complained manager still not received entrees said what want it said busy night tables around us sat empty go back manager give us bill could get away ruined evening bill prepared incorrectly want average food terrible service place never go back
3,service great apps delish specifically stuffed banana peppers  lentil ham soup think chose wrong entree though ordered call duty crabmeat special call duty completely tasteless crabmeat layed across top reminded boiled fish yuck note self order pasta
5,love place food always fresh delicious staff always friendly well
4,spinachfeta cheese salad bnpesto alfredo penne  ancoconut cake huge piece anbread small portions bnservice b nhost seemed grumpy waitress good got busy nprice pasta ᐅm18ᐊ portion smallish like ᐅm19ᐊ dish narrive early saturday night place packed ᐅt6ᐊ
5,looking for service great husband veal sausage green pepper appetizer larger size great spicy enough meal stuffed eggplant good sauce could bit heartier would definitely go back really nice atmosphere free parking back
1,stopped papa j last friday night  round drinks  us altogether eaten another restaurant earlier evening one member party walked bar let know sitting couches along wall fairly busy night short time there man behind bar looked turn away without saying word notifying anyone else turned waitress approached service area bar asked could server take drink order said yep abruptly turned walked away point asked see manager came minutes later friend told occurred manager said what want do nmy friend said an apology would good start whereupon manager looked back said get not come back  kidding nmy friend well traveled frequently stays higher end hotels dines quality restaurants not screaming belligerent way shape form simply informing manager occurred  nthat said left went back  east previously eaten service fabulous meal drinks creative exquisite nthere new restaurants opened carnegie late papa j no longer game town obviously way simple complaint handled management appalling favor frequent restaurants within walking distance papa j is understand concept customer service
5,best chow aroundlove place bread salads soups great
5,finally great tuscanstyle italian food pittsburgh not tasteless stuff locals think italian nthe bread warm fresh bolognese sauce creamy rich unlike restaurants made veal love fresh smell baking bread throughout restaurant nim looking forward working way menu chicken options next time im saving room dessert display cakes pastries door amazing
2,man place gone hill husband went couple weeks ago salads pasta verge inedible single glass wine felt downright robbed ᐅm20ᐊ price tag seriously could easily made jarred sauce boxed pasta home classico better service pretty absent make even worse seemed knew terrible not want deal it seriously rather eat og
3,talk overpriced ᐅm21ᐊ fairly basic pasta obviously frozen chicken chopped it latter terrible thin flabby rather unappealing pasta okay  sauce desserts pretty good honestly ᐅm22ᐊ dish whose price inflated
